player_name,pitch_type,avg_stuff_plus,pitch_count,total_stuff_plus,total_pitches
"Kuhl, Chad",KC,94.853305297745365,115,96.94934430480527,1221
"Kuhl, Chad",SI,95.37955921690936,439,96.94934430480527,1221
"Kuhl, Chad",SL,100.56381401709548,481,96.94934430480527,1221
"Márquez, Germán",CH,92.91284149751696,75,96.86281772718438,3020
"Márquez, Germán",FF,88.7024166475297,1195,96.86281772718438,3020
"Márquez, Germán",KC,107.4676254947744,611,96.86281772718438,3020
"Márquez, Germán",SI,97.94539829005144,411,96.86281772718438,3020
"Márquez, Germán",SL,101.15327013113564,728,96.86281772718438,3020
"Bird, Jake",CU,109.2213737943074,280,96.78846902758715,1554
"Bird, Jake",FC,96.76462617537243,221,96.78846902758715,1554
"Bird, Jake",SI,91.38375195074036,893,96.78846902758715,1554
"Bird, Jake",SL,105.22889581059955,160,96.78846902758715,1554
"Junis, Jakob",CH,84.3144701290358,50,96.7268969704004,259
"Junis, Jakob",SI,99.9639673603154,94,96.7268969704004,259
"Junis, Jakob",SL,99.47765110445452,115,96.7268969704004,259
"Harrison, Kyle",FF,89.3703619442873,103,96.56588965493088,155
"Harrison, Kyle",SV,110.81856954332106,52,96.56588965493088,155
"Dunning, Dane",SI,96.16249213947366,58,96.16249213947366,58
"Corbin, Patrick",SI,96.3675906991024,62,95.85870516537713,141
"Corbin, Patrick",SL,95.45932664523832,79,95.85870516537713,141
"Gordon, Tanner",FF,95.81561592367562,77,95.81561592367562,77
"Wilson, Steven",ST,95.60807729082636,58,95.60807729082636,58
"Goudeau, Ashton",CH,99.94768843991373,69,95.31879893898873,376
"Goudeau, Ashton",CU,93.33402661159604,115,95.31879893898873,376
"Goudeau, Ashton",FF,94.84408769985504,192,95.31879893898873,376
"Gray, Josiah",FF,94.08853653683575,62,95.31421110698938,127
"Gray, Josiah",SL,96.48331608159744,65,95.31421110698938,127
"Davis, Noah",FC,98.50892649608701,105,95.27606803454488,322
"Davis, Noah",SI,93.71178168218579,217,95.27606803454488,322
"Bielak, Brandon",FF,95.21661187455366,56,95.21661187455366,56
